name,QA,id,image_url,description,enabled,personalized,sql_request
Real Estate Investment & Development stocks,0,20155,,"Common stocks, industry: Real Estate Investment & Development",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Real Estate Investment & Development']))
TV and Radio stocks,0,20156,,"Common stocks, industry: TV and Radio",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['TV and Radio']))
TV Shopping Network stocks,0,20157,,"Common stocks, industry: TV Shopping Network",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['TV Shopping Network']))
Video Technology stocks,0,20158,,"Common stocks, industry: Video Technology",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Video Technology']))
Asset-Based Finance Company stocks,0,20159,,"Common stocks, industry: Asset-Based Finance Company",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Asset-Based Finance Company']))
Auto Financing stocks,0,20160,,"Common stocks, industry: Auto Financing",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Auto Financing']))
Banks stocks,0,20161,,"Common stocks, industry: Banks",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Banks']))
Closed-end mutual fund stocks,0,20162,,"Common stocks, industry: Closed-end mutual fund",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Closed-end mutual fund']))
Financial Exchanges & Data stocks,0,20167,,"Common stocks, industry: Financial Exchanges & Data",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Financial Exchanges & Data']))
Health Care REIT stocks,0,20169,,"Common stocks, industry: Health Care REIT",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Health Care REIT']))
Healthcare Finance stocks,0,20171,,"Common stocks, industry: Healthcare Finance",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Healthcare Finance']))
Infrastructure Investment Fund stocks,0,20174,,"Common stocks, industry: Infrastructure Investment Fund",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Infrastructure Investment Fund']))
Insurance Brokers stocks,0,20176,,"Common stocks, industry: Insurance Brokers",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Insurance Brokers']))
Investment Research & Data stocks,0,20177,,"Common stocks, industry: Investment Research & Data",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Investment Research & Data']))
Mortgage Insurance Company stocks,0,20180,,"Common stocks, industry: Mortgage Insurance Company",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Mortgage Insurance Company']))
Pawn Shops stocks,0,20184,,"Common stocks, industry: Pawn Shops",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Pawn Shops']))
Precious Metal Trading stocks,0,20185,,"Common stocks, industry: Precious Metal Trading",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Precious Metal Trading']))
Property & Casualty Insurance stocks,0,20186,,"Common stocks, industry: Property & Casualty Insurance",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Property & Casualty Insurance']))
Reinsurance stocks,0,20187,,"Common stocks, industry: Reinsurance",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Reinsurance']))
Residential Mortgage Financing stocks,0,20188,,"Common stocks, industry: Residential Mortgage Financing",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Residential Mortgage Financing']))
Retirement Asset Management stocks,0,20190,,"Common stocks, industry: Retirement Asset Management",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Retirement Asset Management']))
Security Brokerage & Capital Markets stocks,0,20191,,"Common stocks, industry: Security Brokerage & Capital Markets",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Security Brokerage & Capital Markets']))
Student Loan stocks,0,20192,,"Common stocks, industry: Student Loan",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Student Loan']))
Traded Growth/Venture Funds stocks,0,20193,,"Common stocks, industry: Traded Growth/Venture Funds",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Traded Growth/Venture Funds']))
Wealth Management stocks,0,20194,,"Common stocks, industry: Wealth Management",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Wealth Management']))
Shell company & SPAC stocks,0,20226,,"Common stocks, industry: Shell company & SPAC",0,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Shell company & SPAC']))
Animal health stocks,0,20227,,"Common stocks, industry: Animal health",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Animal health']))
Animals Health insurance stocks,0,20228,,"Common stocks, industry: Animals Health insurance",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Animals Health insurance']))
Autoimmune disease stocks,0,20229,,"Common stocks, industry: Autoimmune disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Autoimmune disease']))
Biopharmaceutical stocks,0,20230,,"Common stocks, industry: Biopharmaceutical",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Biopharmaceutical']))
Cancer disease stocks,0,20231,,"Common stocks, industry: Cancer disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Cancer disease']))
Cardiovascular Services & Equipment stocks,0,20232,,"Common stocks, industry: Cardiovascular Services & Equipment",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Cardiovascular Services & Equipment']))
Coal mining stocks,0,20233,,"Common stocks, industry: Coal mining",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Coal mining']))
COVID Pharmaceuticals stocks,0,20234,,"Common stocks, industry: COVID Pharmaceuticals",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['COVID Pharmaceuticals']))
Crowdfunding platform stocks,0,20235,,"Common stocks, industry: Crowdfunding platform",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Crowdfunding platform']))
Cryptocurrency brokerage stocks,0,20236,,"Common stocks, industry: Cryptocurrency brokerage",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Cryptocurrency brokerage']))
Cryptocurrency infrastructure stocks,0,20237,,"Common stocks, industry: Cryptocurrency infrastructure",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Cryptocurrency infrastructure']))
Cryptocurrency mining stocks,0,20238,,"Common stocks, industry: Cryptocurrency mining",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Cryptocurrency mining']))
Data Centers stocks,0,20239,,"Common stocks, industry: Data Centers",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Data Centers']))
Dermatology Pharmaceuticals stocks,0,20240,,"Common stocks, industry: Dermatology Pharmaceuticals",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Dermatology Pharmaceuticals']))
Dermatology services & Equipment stocks,0,20241,,"Common stocks, industry: Dermatology services & Equipment",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Dermatology services & Equipment']))
Dystrophy disease stocks,0,20242,,"Common stocks, industry: Dystrophy disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Dystrophy disease']))
Electric Vehicles charging stocks,0,20243,,"Common stocks, industry: Electric Vehicles charging",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Electric Vehicles charging']))
Enterprise Software and Services stocks,0,20244,,"Common stocks, industry: Enterprise Software and Services",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Enterprise Software and Services']))
Eye disease stocks,0,20245,,"Common stocks, industry: Eye disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Eye disease']))
Financial and Screening Technologies stocks,0,20246,,"Common stocks, industry: Financial and Screening Technologies",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Financial and Screening Technologies']))
Gastroenterological disease stocks,0,20247,,"Common stocks, industry: Gastroenterological disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Gastroenterological disease']))
Healthcare and COVID services stocks,0,20248,,"Common stocks, industry: Healthcare and COVID services",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Healthcare and COVID services']))
Healthcare Information technology stocks,0,20249,,"Common stocks, industry: Healthcare Information technology",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Healthcare Information technology']))
Healthcare Robotics stocks,0,20250,,"Common stocks, industry: Healthcare Robotics",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Healthcare Robotics']))
Healthcare services stocks,0,20251,,"Common stocks, industry: Healthcare services",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Healthcare services']))
Hospitals stocks,0,20252,,"Common stocks, industry: Hospitals",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Hospitals']))
Implants & Equipment stocks,0,20253,,"Common stocks, industry: Implants & Equipment",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Implants & Equipment']))
Industrial estate investment trust stocks,0,20254,,"Common stocks, industry: Industrial estate investment trust",0,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Industrial estate investment trust']))
Kidney disease stocks,0,20255,,"Common stocks, industry: Kidney disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Kidney disease']))
Laboratory Equipment stocks,0,20256,,"Common stocks, industry: Laboratory Equipment",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Laboratory Equipment']))
Land & Farm estate investments stocks,0,20257,,"Common stocks, industry: Land & Farm estate investments",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Land & Farm estate investments']))
Leukemia disease stocks,0,20258,,"Common stocks, industry: Leukemia disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Leukemia disease']))
Liver disease stocks,0,20259,,"Common stocks, industry: Liver disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Liver disease']))
Lung cancer disease stocks,0,20260,,"Common stocks, industry: Lung cancer disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Lung cancer disease']))
Man's health stocks,0,20261,,"Common stocks, industry: Man's health",0,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Man''s health']))
Mortgage investments stocks,0,20262,,"Common stocks, industry: Mortgage investments",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Mortgage investments']))
Neurological disease stocks,0,20263,,"Common stocks, industry: Neurological disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Neurological disease']))
Office estate investments stocks,0,20264,,"Common stocks, industry: Office estate investments",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Office estate investments']))
People care stocks,0,20265,,"Common stocks, industry: People care",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['People care']))
Pneumonia disease stocks,0,20266,,"Common stocks, industry: Pneumonia disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Pneumonia disease']))
Rare disease stocks,0,20267,,"Common stocks, industry: Rare disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Rare disease']))
Real Estate Brokerage & Services stocks,0,20268,,"Common stocks, industry: Real Estate Brokerage & Services",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Real Estate Brokerage & Services']))
Real Estate Marketplace stocks,0,20269,,"Common stocks, industry: Real Estate Marketplace",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Real Estate Marketplace']))
Real Estate Property Management Technology stocks,0,20270,,"Common stocks, industry: Real Estate Property Management Technology",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Real Estate Property Management Technology']))
Recruitment marketplace stocks,0,20271,,"Common stocks, industry: Recruitment marketplace",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Recruitment marketplace']))
Respiratory disease stocks,0,20272,,"Common stocks, industry: Respiratory disease",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Respiratory disease']))
Restaurants stocks,0,20273,,"Common stocks, industry: Restaurants",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Restaurants']))
Retail estate investments stocks,0,20274,,"Common stocks, industry: Retail estate investments",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Retail estate investments']))
Sales and Marketing Technologies stocks,0,20275,,"Common stocks, industry: Sales and Marketing Technologies",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Sales and Marketing Technologies']))
Sleep disorder stocks,0,20276,,"Common stocks, industry: Sleep disorder",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Sleep disorder']))
Social Media Enterprise Software stocks,0,20277,,"Common stocks, industry: Social Media Enterprise Software",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Social Media Enterprise Software']))
Telecom Infrastructure stocks,0,20278,,"Common stocks, industry: Telecom Infrastructure",0,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Telecom Infrastructure']))
Transplantology stocks,0,20279,,"Common stocks, industry: Transplantology",1,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Transplantology']))
Women's health stocks,0,20280,,"Common stocks, industry: Women's health",0,0,where (ct.ttype ilike 'common stock') AND (ct.g_industry ilike any(array['Women''s health']))
